query,label
"SELECT name, email FROM customers WHERE email='81';",benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('475', '817', 524);",benign
DELETE FROM sessions WHERE session_id='14';,benign
UPDATE products SET price=881 WHERE id='887';,benign
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
SELECT * FROM users WHERE id='239';,benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='13';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='766';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='107';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='466';",benign
"SELECT name, email FROM customers WHERE email='252';",benign
UPDATE products SET price=637 WHERE id='810';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
UPDATE products SET price=152 WHERE id='517';,benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
DELETE FROM sessions WHERE session_id='395';,benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='787';",benign
DELETE FROM sessions WHERE session_id='433';,benign
UPDATE products SET price=815 WHERE id='504';,benign
DELETE FROM sessions WHERE session_id='28';,benign
"SELECT name, email FROM customers WHERE email='958';",benign
"SELECT name, email FROM customers WHERE email='860';",benign
DELETE FROM sessions WHERE session_id='752';,benign
"SELECT name, email FROM customers WHERE email='664';",benign
SELECT * FROM users WHERE id='842';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='897';",benign
"SELECT name, email FROM customers WHERE email='530';",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='889';,benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='957';,benign
"SELECT name, email FROM customers WHERE email='788';",benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
SELECT * FROM users WHERE id='883';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('537', '15', 526);",benign
SELECT * FROM users WHERE id='52';,benign
SELECT * FROM users WHERE id='972';,benign
UPDATE products SET price=846 WHERE id='648';,benign
UPDATE products SET price=481 WHERE id='233';,benign
"SELECT name, email FROM customers WHERE email='555';",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
DELETE FROM sessions WHERE session_id='651';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('964', '684', 920);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
UPDATE products SET price=278 WHERE id='34';,benign
"SELECT name, email FROM customers WHERE email='752';",benign
SELECT * FROM users WHERE id='41';,benign
"SELECT name, email FROM customers WHERE email='658';",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='413';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('858', '485', 708);",benign
SELECT * FROM users WHERE id='132';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('271', '274', 349);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='478';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('670', '812', 290);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('962', '462', 996);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('752', '563', 533);",benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='632';",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
SELECT * FROM users WHERE id='774';,benign
UPDATE products SET price=843 WHERE id='343';,benign
SELECT * FROM users WHERE id='862';,benign
UPDATE products SET price=42 WHERE id='233';,benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('136', '698', 712);",benign
DELETE FROM sessions WHERE session_id='234';,benign
DELETE FROM sessions WHERE session_id='972';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
SELECT * FROM users WHERE id='199';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('428', '871', 684);",benign
SELECT * FROM users WHERE id='753';,benign
SELECT * FROM users WHERE id='539';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('200', '443', 837);",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id='412';,benign
SELECT * FROM users WHERE id='640';,benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"SELECT name, email FROM customers WHERE email='822';",benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('618', '609', 166);",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('537', '600', 469);",benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='180';,benign
"SELECT name, email FROM customers WHERE email='373';",benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=284 WHERE id='237';,benign
"SELECT name, email FROM customers WHERE email='571';",benign
"SELECT name, email FROM customers WHERE email='857';",benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('601', '524', 884);",benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='853';,benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='945';,benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='176';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='442';",benign
DELETE FROM sessions WHERE session_id='828';,benign
DELETE FROM sessions WHERE session_id='511';,benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=738 WHERE id='123';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='343';",benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
DELETE FROM sessions WHERE session_id='845';,benign
UPDATE products SET price=56 WHERE id='648';,benign
DELETE FROM sessions WHERE session_id='1000';,benign
SELECT * FROM users WHERE id='586';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='500';,benign
DELETE FROM sessions WHERE session_id='179';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('803', '591', 233);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='101';",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='586';,benign
"SELECT name, email FROM customers WHERE email='571';",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
SELECT * FROM users WHERE id='500';,benign
SELECT * FROM users WHERE id='430';,benign
SELECT * FROM users WHERE id='339';,benign
DELETE FROM sessions WHERE session_id='645';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
SELECT * FROM users WHERE id='446';,benign
SELECT * FROM users WHERE id='591';,benign
SELECT * FROM users WHERE id='724';,benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('426', '285', 948);",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='2';",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='331';,benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('692', '225', 990);",benign
"SELECT name, email FROM customers WHERE email='762';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('531', '465', 410);",benign
UPDATE products SET price=743 WHERE id='558';,benign
"SELECT name, email FROM customers WHERE email='230';",benign
UPDATE products SET price=363 WHERE id='62';,benign
DELETE FROM sessions WHERE session_id='784';,benign
SELECT * FROM users WHERE id='608';,benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='26';",benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='769';",benign
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='476';",benign
UPDATE products SET price=933 WHERE id='770';,benign
DELETE FROM sessions WHERE session_id='437';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('507', '88', 588);",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='960';",benign
"SELECT name, email FROM customers WHERE email='273';",benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='492';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('738', '963', 818);",benign
SELECT * FROM users WHERE id='968';,benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=163 WHERE id='457';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='877';",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id='201';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('615', '566', 567);",benign
DELETE FROM sessions WHERE session_id='100';,benign
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='768';,benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='153';,benign
"SELECT name, email FROM customers WHERE email='150';",benign
DELETE FROM sessions WHERE session_id='38';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"SELECT name, email FROM customers WHERE email='4';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('286', '827', 806);",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
UPDATE products SET price=126 WHERE id='424';,benign
"SELECT name, email FROM customers WHERE email='347';",benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='481';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
DELETE FROM sessions WHERE session_id='143';,benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"SELECT name, email FROM customers WHERE email='290';",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id='422';,benign
SELECT * FROM users WHERE id='722';,benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='853';",benign
"SELECT name, email FROM customers WHERE email='496';",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='301';,benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('193', '691', 146);",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
UPDATE products SET price=43 WHERE id='505';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('49', '944', 110);",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
SELECT * FROM users WHERE id='121';,benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
UPDATE products SET price=461 WHERE id='939';,benign
UPDATE products SET price=865 WHERE id='677';,benign
"SELECT name, email FROM customers WHERE email='585';",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='782';,benign
DELETE FROM sessions WHERE session_id='528';,benign
DELETE FROM sessions WHERE session_id='802';,benign
"SELECT name, email FROM customers WHERE email='952';",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id='433';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('272', '505', 562);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('628', '531', 1);",benign
DELETE FROM sessions WHERE session_id='659';,benign
"SELECT name, email FROM customers WHERE email='926';",benign
"SELECT name, email FROM customers WHERE email='818';",benign
SELECT * FROM users WHERE id='115';,benign
UPDATE products SET price=326 WHERE id='29';,benign
"SELECT name, email FROM customers WHERE email='731';",benign
UPDATE products SET price=421 WHERE id='885';,benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id='379';,benign
DELETE FROM sessions WHERE session_id='484';,benign
SELECT * FROM users WHERE id='8';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('149', '860', 148);",benign
SELECT * FROM users WHERE id='81';,benign
"SELECT name, email FROM customers WHERE email='333';",benign
UPDATE products SET price=542 WHERE id='614';,benign
SELECT * FROM users WHERE id='244';,benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=500 WHERE id='86';,benign
"SELECT name, email FROM customers WHERE email='898';",benign
DELETE FROM sessions WHERE session_id='959';,benign
UPDATE products SET price=114 WHERE id='776';,benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='598';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='671';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('758', '774', 549);",benign
"SELECT name, email FROM customers WHERE email='656';",benign
"SELECT name, email FROM customers WHERE email='60';",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=745 WHERE id='198';,benign
UPDATE products SET price=18 WHERE id='459';,benign
"SELECT name, email FROM customers WHERE email='515';",benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='765';",benign
"SELECT name, email FROM customers WHERE email='62';",benign
UPDATE products SET price=274 WHERE id='374';,benign
"SELECT name, email FROM customers WHERE email='38';",benign
SELECT * FROM users WHERE id='624';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('242', '68', 787);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('945', '526', 291);",benign
SELECT * FROM users WHERE id='943';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id='690';,benign
SELECT * FROM users WHERE id='887';,benign
"SELECT name, email FROM customers WHERE email='828';",benign
UPDATE products SET price=685 WHERE id='749';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='256';",benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='991';,benign
SELECT * FROM users WHERE id='233';,benign
DELETE FROM sessions WHERE session_id='764';,benign
UPDATE products SET price=705 WHERE id='977';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('126', '245', 738);",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=717 WHERE id='783';,benign
UPDATE products SET price=623 WHERE id='16';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('152', '622', 599);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('45', '427', 847);",benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='731';,benign
DELETE FROM sessions WHERE session_id='918';,benign
DELETE FROM sessions WHERE session_id='873';,benign
UPDATE products SET price=677 WHERE id='543';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('621', '215', 568);",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('629', '372', 98);",benign
SELECT * FROM users WHERE id='955';,benign
DELETE FROM sessions WHERE session_id='385';,benign
DELETE FROM sessions WHERE session_id='611';,benign
"SELECT name, email FROM customers WHERE email='640';",benign
UPDATE products SET price=387 WHERE id='3';,benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price=911 WHERE id='83';,benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='901';,benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('763', '411', 685);",benign
"SELECT name, email FROM customers WHERE email='128';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('463', '284', 158);",benign
SELECT * FROM users WHERE id='174';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='917';,benign
"SELECT name, email FROM customers WHERE email='339';",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('428', '181', 709);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price=421 WHERE id='346';,benign
UPDATE products SET price=448 WHERE id='592';,benign
DELETE FROM sessions WHERE session_id='456';,benign
SELECT * FROM users WHERE id='330';,benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='762';,benign
DELETE FROM sessions WHERE session_id='568';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('388', '884', 129);",benign
"SELECT name, email FROM customers WHERE email='216';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('526', '185', 824);",benign
UPDATE products SET price=604 WHERE id='450';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
UPDATE products SET price=817 WHERE id='307';,benign
SELECT * FROM users WHERE id='258';,benign
DELETE FROM sessions WHERE session_id='106';,benign
DELETE FROM sessions WHERE session_id='262';,benign
UPDATE products SET price=698 WHERE id='42';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=952 WHERE id='701';,benign
"SELECT name, email FROM customers WHERE email='19';",benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('365', '91', 395);",benign
"SELECT name, email FROM customers WHERE email='10';",benign
"SELECT name, email FROM customers WHERE email='234';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('855', '823', 450);",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='641';",benign
UPDATE products SET price=956 WHERE id='897';,benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
UPDATE products SET price=378 WHERE id='492';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='535';,benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='373';",benign
"SELECT name, email FROM customers WHERE email='267';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
